ControlType.Pane | Claude
ControlType.Text | "You need to cancel that subscription through the App Store and pay for an account directly through Claude. Log in using your business address as you have been doing then go to Settings > Upgrade Your Plan (from the Claude website). You'll be paying Anthropic directly."
ControlType.Hyperlink | Apple Community
ControlType.Text | That's the answer to your real question. The account is
ControlType.Text | not
ControlType.Text |  permanently bound to iOS. Settings → Upgrade Your Plan on the web becomes available once the App Store subscription is gone, and you pay Anthropic directly via Stripe at that point. Same account, same email, same history. Apple was just the payment processor.
ControlType.Text | The reason Claude still tells you to "check iOS" right now is that your iOS subscription is
ControlType.Text | still active
ControlType.Text |  until May 24. The web Billing page defers to whichever platform currently holds the active subscription. Once it expires, the web page should switch to letting you subscribe directly.
ControlType.Text | What I'd commit to, given the evidence:
ControlType.ListItem | After May 24, when iOS access fully lapses, claude.ai → Settings → Billing should offer "Upgrade Your Plan" via Stripe.
ControlType.ListItem | If for some reason it doesn't (the bugs I mentioned exist but they're edge cases tied to account/email mismatches — Sign in with Apple cases mostly), contact support with the timeline: "iOS subscription expired on May 24, want to resubscribe to Max via web." Multiple people in those threads got it resolved that way.
ControlType.Text | I should have surfaced this in my first answer instead of reasoning from architecture. You were right to keep pushing.
ControlType.Group | Message actions
ControlType.Button | Copy
ControlType.Button | Give positive feedback
ControlType.Button | Give negative feedback
ControlType.Button | Retry
ControlType.Button | Scroll to bottom
ControlType.Edit | Write your prompt to Claude
ControlType.Text | Write a message…
ControlType.Text |
ControlType.Button | Add files, connectors, and more
ControlType.Button | Model: Opus 4.7
ControlType.Text | Opus 4.7
ControlType.Button | Settings
ControlType.Button | Press and hold to record
ControlType.Hyperlink | Claude is AI and can make mistakes. Please double-check cited sources.
ControlType.Group | Notifications (F8)
